NOM;REG;COD_PRO;COD_COM;NOM_COM;RURAL;LATITUD;LONGITUD
ESCUELA PARTICULAR CHANGO;9;91;9102;CARAHUE;1;-38,41605;-73,163239
ESCUELA PARTICULAR CENTRO LONCOYAMO;9;91;9102;CARAHUE;1;-38,593971;-73,467857
ESCUELA PARTICULAR COLONIA LAS NOCHAS;9;91;9102;CARAHUE;1;-38,57703;-73,32058
ESCUELA PARTICULAR VISTA HERMOSA;9;91;9102;CARAHUE;1;-38,52256;-73,48661
ESCUELA CODIHUE;9;91;9102;CARAHUE;1;-38,71347;-73,089981
ESCUELA PARTICULAR ALTO TIRUA;9;91;9102;CARAHUE;1;-38,492039;-73,320663
ESCUELA PARTICULAR CHACAMO;9;91;9102;CARAHUE;1; ; 
ESCUELA PARTICULAR PILMAIQUENCO;9;91;9102;CARAHUE;1;-38,62056;-73,302841
ESCUELA PARTICULAR LLIHUIN;9;91;9102;CARAHUE;1;-38,70359633;-73,20953109
ESCUELA PARTICULAR MIRAFLOR DE PANCUL;9;91;9102;CARAHUE;1;-38,72295;-73,099586
ESCUELA PARTICULAR EL AMANECER;9;91;9102;CARAHUE;1;-38,70594;-73,121002
ESCUELA PARTICULAR SANTA INGRID;9;91;9102;CARAHUE;1;-38,62019143;-73,35313851
ESCUELA PARTICULAR LA ALBORADA;9;91;9102;CARAHUE;1;-38,843719;-73,113113
ESCUELA PARTIC.JOSE MIGUEL CARRERA;9;91;9102;CARAHUE;1;-38,779079;-73,152679
ESCUELA PARTICULAR JAVIERA CARRERA;9;91;9102;CARAHUE;1;-38,715359;-73,119049
ESCUELA PARTICULAR EUSEBIO LILLO;9;91;9102;CARAHUE;1; ; 
ESCUELA PARTICULAR LUIS CRUZ MARTINEZ;9;91;9102;CARAHUE;1;-38,784321;-73,223793
ESCUELA PARTICULAR PEDRO DE VALDIVIA;9;91;9102;CARAHUE;1;-38,742538;-73,098663
ESCUELA PARTICULAR RAMON FREIRE;9;91;9102;CARAHUE;1;-38,704071;-73,235527
ESCUELA PARTICULAR ALONSO DE ERCILLA;9;91;9102;CARAHUE;1;-38,7631;-73,188751
ESCUELA PARTICULAR CLAUDIO MATTE;9;91;9102;CARAHUE;1;-38,50914;-73,322502
COLEGIO DREAM HOUSE;9;91;9102;CARAHUE;1;-38,817532;-73,111427
ESCUELA PARTICULAR LA MONTANA;9;91;9102;CARAHUE;1;-38,439388;-73,15345
ESCUELA PARTICULAR CAMILO HENRIQUEZ;9;91;9102;CARAHUE;1;-38,75845;-73,098503
ESCUELA PARTICULAR RUCATRARO;9;91;9102;CARAHUE;1;-38,81274;-73,185364
ESCUELA ESPECIAL ARCO IRIS;9;91;9102;CARAHUE;0;-38,70932;-73,1672
ESCUELA MONTE SINAÍ;9;91;9102;CARAHUE;0;-38,7206;-73,179703
ESCUELA PARTICULAR APOCALIPSIS;9;91;9102;CARAHUE;1;-38,727161;-73,140678
LICEO PARTICULAR COMERCIAL CARAHUE;9;91;9102;CARAHUE;0;-38,711891;-73,162773
ESCUELA PARTICULAR SAN IGNACIO;9;91;9102;CARAHUE;1;-38,608891;-73,448357
ESCUELA PARTICULAR PAULA JARAQUEMADA;9;91;9102;CARAHUE;1;-38,63467757;-73,32370797
ESCUELA PARTICULAR SANTA OLGA;9;91;9102;CARAHUE;1;-38,65831;-73,304703
COLEGIO ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL Nº 34, DOCKSTA;9;91;9102;CARAHUE;0;-38,713982;-73,163483
ESCUELA MAPU- LAFKEN;9;91;9102;CARAHUE;1;-38,7038;-73,387306
ESCUELA HUERTOS MINEROS;9;91;9102;CARAHUE;1;-38,651718;-73,18277
ESCUELA MIRTHA AVILA VALDES;9;91;9102;CARAHUE;1;-38,7376364;-72,623136
ESCUELA PARTICULAR SAN MATIAS;9;91;9102;CARAHUE;1;-38,669773;-73,1815
ESCUELA POETISA GABRIELA MISTRAL;9;91;9102;CARAHUE;1;-38,58849;-73,155586
ESCUELA PARTICULAR EL MIRADOR;9;91;9102;CARAHUE;1;-38,520241;-73,275864
ESCUELA GOLDEN HOUSE;9;91;9102;CARAHUE;1;-38,630131;-73,196663
LICEO MUNICIPAL TROVOLHUE;9;91;9102;CARAHUE;0;-38,648319;-73,293732
ESCUELA SAN MIGUEL DE IMPERIALITO;9;91;9102;CARAHUE;1;-38,717499;-73,080254
PAPELUCHO;9;91;9102;CARAHUE;0; ; 
ESC. BASICA HOGAR DE PEDREGOSO;9;91;9103;CUNCO;1;-38,83480668;-72,16496362
LICEO MUNICIPAL ATENEA;9;91;9103;CUNCO;0;-38,93259;-72,030823
LICEO ARTURO VALENZUELA;9;91;9103;CUNCO;0;-38,988998;-72,246277
ESCUELA BASICA LAS HORTENCIAS;9;91;9103;CUNCO;0;-38,94223;-72,151711
ESC. BASICA PITRUNCO;9;91;9103;CUNCO;1; ; 
ESC. BASICA LLANQUI LLANQUI;9;91;9103;CUNCO;1;-39,064072;-71,767036
ESC. BASICA SAN CAMILO;9;91;9103;CUNCO;1;-38,93877;-72,319443
ESC. LAS MARGARITAS;9;91;9103;CUNCO;1; ; 
ESC. BASICA DALCAHUE;9;91;9103;CUNCO;1; ; 
ESCUELA VIDA Y PAZ;9;91;9103;CUNCO;1;-39,075489;-72,086212
ESCUELA BASICA SAN ENRIQUE FAJA 10.000;9;91;9103;CUNCO;1;-38,87842713;-72,12618165
ESC. BASICA EL ROSAL;9;91;9103;CUNCO;1;-38,909451;-72,190376
ESC. BASICA FAJA 2000 HUICHAHUE;9;91;9103;CUNCO;1;-38,87302;-72,024078
ESC. BASICA FAJA 6000;9;91;9103;CUNCO;1; ; 
ESC. BASICA QUINETRU;9;91;9103;CUNCO;1;-38,926849;-71,907494
ESCUELA MUNICIPAL ADRIANO ARELLANO CABRERA;9;91;9103;CUNCO;1;-38,95348403;-71,95422569
ESC. BASICA LLAULLAHUE;9;91;9103;CUNCO;1;-38,977211;-72,106277
ESCUELA PAULO ARAVENA ARAVENA;9;91;9103;CUNCO;1;-38,886299;-72,057091
LO JUAN (CERRADA);9;91;9103;CUNCO;0; ; 
ESC. BASICA LO SCHMITH;9;91;9103;CUNCO;1;-38,976002;-72,134613
ESCUELA LA MANANA;9;91;9103;CUNCO;1;-39,044319;-72,273193
ESCUELA DE CALQUINCO;9;91;9103;CUNCO;1; ; 
ESC. BASICA LEUFUCHE;9;91;9103;CUNCO;1;-38,960411;-72,111992
ESC. BASICA HUICHAHUE;9;91;9103;CUNCO;1; ; 
ESC. BASICA QUINENCHIQUE;9;91;9103;CUNCO;1;-38,98906224;-72,00175192
ESCUELA BASICA QUECHEREHUE;9;91;9103;CUNCO;1;-38,99773;-72,048393
ESC. BASICA RIO BLANCO;9;91;9103;CUNCO;1; ; 
LICEO BICENTENARIO DE EXCELENCIA JUAN BOSCO;9;91;9103;CUNCO;0;-38,93219;-72,028961
ESCUELA LEOVIGILDO KLEY;9;91;9103;CUNCO;0;-38,932899;-72,028992
ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCELINO HUICHAMIL;9;91;9103;CUNCO;0;-38,987808;-72,247414
ESCUELA PARTICULAR QUECHEREHUE;9;91;9103;CUNCO;1;-38,992561;-72,050484
ESCUELA PARTICULAR LA BASTILLA;9;91;9103;CUNCO;1;-39,01659;-72,20327
ESCUELA PARTICULAR PADRE BERNABE;9;91;9103;CUNCO;1;-38,90831;-71,932022
ESCUELA PARTICULAR DICAHUE;9;91;9103;CUNCO;1; ; 
ESC. PART. STA. ISABEL DE TRAFAMPULLI;9;91;9103;CUNCO;1;-39,088779;-71,785477
ESCUELA AURORA DE CHILE;9;91;9103;CUNCO;1;-39,000721;-72,295349
ESCUELA PARTICULAR ALAMEDA;9;91;9103;CUNCO;1;-38,83736;-72,228416
ESC. BASICA CURACALCO;9;91;9103;CUNCO;1;-38,93042;-71,837608
ESCUELA BASICA MADRE BERNARDA;9;91;9103;CUNCO;1; ; 
LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ;9;91;9103;CUNCO;0;-38,93338;-72,028908
ESCUELA BASICA CHORRILLOS ANEXO;9;91;9103;CUNCO;1; ; 
ESCUELA PARTICULAR LA DEHESA;9;91;9103;CUNCO;0;-38,944988;-72,038513
CENTRO EDUC.INTEGRAL ADULTOS ACROPOLIS;9;91;9103;CUNCO;0;-38,944077;-72,02568
COLEGIO NUEVOS HORIZONTES;9;91;9103;CUNCO;1; ; 
JARD-N INFANTIL PUEBLO NUEVO;9;91;9103;CUNCO;0; ; 
COLEGIO JUAN PABLO II;9;91;9103;CUNCO;0;-38,930519;-72,018311
COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S;9;91;9104;CURARREHUE;0;-39,354622;-71,588097
ESCUELA FRONTERIZA LA ARAUCANA;9;91;9104;CURARREHUE;0; ; 
ESCUELA RUCA MANKE;9;91;9104;CURARREHUE;1;-39,11657;-71,473663
ESCUELA JERONIMO NECULPAN;9;91;9104;CURARREHUE;1;-39,215679;-71,431801
ESCUELA EL SANTILLO;9;91;9104;CURARREHUE;1;-39,348179;-71,704964
ESCUELA MAMUIL MALAL;9;91;9104;CURARREHUE;1;-39,440022;-71,554314
ESCUELA KURT GOLDAMMER;9;91;9104;CURARREHUE;1; ; 
ESCUELA LA FRONTERA;9;91;9104;CURARREHUE;1; ; 
ESCUELA LICANCURA;9;91;9104;CURARREHUE;1;-39,17836;-71,471497
ESCUELA PUENTE BASA;9;91;9104;CURARREHUE;1;-39,332649;-71,512367
COMPLEJO EDUCACIONAL RUKA NGEN;9;91;9104;CURARREHUE;0;-39,358421;-71,588203
ESCUELA PARTICULAR CATRIPULLI;9;91;9104;CURARREHUE;1;-39,348289;-71,706596
ECO ESCUELA ANTU MAWIDA;9;91;9104;CURARREHUE;1;-39,47472;-71,521477
ESCUELA PARTICULAR LOS RAULIES;9;91;9104;CURARREHUE;1;-39,327518;-71,565231
ESCUELA PARTICULAR VIRGEN DE RINCONADA;9;91;9104;CURARREHUE;1;-39,43074;-71,570084
ESCUELA PARTICULAR LONCOFILO;9;91;9104;CURARREHUE;1;-39,376781;-71,702477
ESCUELA PARTICULAR MAITE;9;91;9104;CURARREHUE;1;-39,307869;-71,451424
ESCUELA PARTICULAR PANQUE;9;91;9104;CURARREHUE;1;-39,378971;-71,591682
ESCUELA PARTICULAR MAITE ALTO;9;91;9104;CURARREHUE;1;-39,148449;-71,491417
ESCUELA PARTICULAR MAICHIN;9;91;9104;CURARREHUE;1;-39,273579;-71,430603
ESCUELA PARTICULAR LOS SAUCES;9;91;9104;CURARREHUE;1;-39,27486;-71,617188
ESCUELA PARTICULAR PUENTE BASA;9;91;9104;CURARREHUE;1;-39,307079;-71,450851
ESCUELA PANQUI;9;91;9104;CURARREHUE;1; ; 
ESCUELA RAYEN MAPU;9;91;9104;CURARREHUE;1;-39,08022858;-71,47429303
ESCUELA PANQUI (CERRADA);9;91;9104;CURARREHUE;0; ; 
LICEO PARTICULAR QUINENAHUIN;9;91;9104;CURARREHUE;1; ; 
RUKA PEWEN;9;91;9104;CURARREHUE;1;-39,089256;-71,47344
LICEO NGEN;9;91;9104;CURARREHUE;0; ; 
COLEGIO CALASANZ KURAREWE;9;91;9104;CURARREHUE;0;-39,35693;-71,590446
LICEO JUAN SCHLEYER;9;91;9105;FREIRE;0;-38,952068;-72,623787
ESCUELA JUAN SEGUEL;9;91;9105;FREIRE;0;-38,95256;-72,626129
ESCUELA RAIMAPU;9;91;9105;FREIRE;0;-38,871521;-72,612549
ESCUELA LA ESPERANZA;9;91;9105;FREIRE;0;-38,986019;-72,392441
ESC. ESP.RET.MENTAL PAUL HARRIS;9;91;9105;FREIRE;0;-38,94969559;-72,62319183
ESCUELA ARMANDO QUINTULEN;9;91;9105;FREIRE;1;-38,945412;-72,84127
ESCUELA SANTA PAULA;9;91;9105;FREIRE;1; ; 
ESCUELA RUCAHUE;9;91;9105;FREIRE;1;-39,02816;-72,486153
ESCUELA RURAL LOS COPIHUES SUEVIA;9;91;9105;FREIRE;1; ; 
ESCUELA LAS PALMERAS;9;91;9105;FREIRE;1;-38,953671;-72,71331
ESCUELA CACIQUE AILLANIR;9;91;9105;FREIRE;1;-38,85017;-72,712044
ESCUELA BASICA QUETROCO;9;91;9105;FREIRE;1;-39,014389;-72,440742
ESCUELA RURAL EL LLIUCO;9;91;9105;FREIRE;1;-38,967209;-72,846893
ESCUELA DOLLINCO;9;91;9105;FREIRE;1;-38,882511;-72,660263
ESCUELA COIPUE;9;91;9105;FREIRE;1;-39,081181;-72,447739
ESCUELA BASICA  CALFUCO;9;91;9105;FREIRE;1; ; 
ESCUELA ALLIPEN;9;91;9105;FREIRE;1;-38,992931;-72,499657
ESC. BASICA CAHUINPANGUE;9;91;9105;FREIRE;1; ; 
ESCUELA PARTICULAR SUBVENCIONADA PADRE PIO DE PIETRELCINA;9;91;9105;FREIRE;0;-38,98415013;-72,39051263
COLEGIO SANTA CRUZ DE FREIRE;9;91;9105;FREIRE;0;-38,953789;-72,625862
ESCUELA PARTICULAR ARTURO PRAT;9;91;9105;FREIRE;0;-38,86853;-72,612427
ESCUELA PARTICULAR GENERAL PRIETO;9;91;9105;FREIRE;0;-38,86787;-72,612244
ESCUELA PARTICULAR LAS PATAGUAS;9;91;9105;FREIRE;1;-38,88792;-72,501579
ESCUELA PARTICULAR DOLLINCO;9;91;9105;FREIRE;1; ; 
ESCUELA PARTICULAR LONG LONG;9;91;9105;FREIRE;1; ; 
ESCUELA SANTA ELENA FIN - FIN;9;91;9105;FREIRE;1;-38,89383401;-72,7425041
COLEGIO AYÜN MAPU;9;91;9105;FREIRE;1;-38,972111;-72,708862
ESCUELA PARTICULAR SAN NICANOR;9;91;9105;FREIRE;1;-38,95336106;-72,4464031
ESCUELA PARTICULAR SAN ISIDRO LABRADOR;9;91;9105;FREIRE;1;-38,876781;-72,560081
ESCUELA PARTICULAR SAN MANUEL DE LOLEN;9;91;9105;FREIRE;1;-38,98719;-72,761078
ESCUELA PARTICULAR ROSARIO VASQUEZ DE V.;9;91;9105;FREIRE;1;-38,844002;-72,746033
ESCUELA PARTICULAR RUPAYAN DE MALLOHUE;9;91;9105;FREIRE;1;-38,968632;-72,868073
REDUCCIÓN PAINEMIL;9;91;9105;FREIRE;1;-38,990398;-72,449013
LICEO AGRICOLA PUQUEREO;9;91;9105;FREIRE;1;-39,096481;-72,385399
ESCUELA PARTICULAR MAHUIDACHE;9;91;9105;FREIRE;1;-38,843029;-72,637657
ESCUELA PARTICULAR SAGRADA FAMILIA;9;91;9105;FREIRE;1;-38,95257532;-72,81268595
ESCUELA PARTICULAR SAN ANTONIO;9;91;9105;FREIRE;1;-38,868439;-72,671661
ESCUELA PARTICULAR RUCAHUE;9;91;9105;FREIRE;1;-38,90214137;-72,67588572
ESCUELA PARTICULAR TRAPILHUE;9;91;9105;FREIRE;1;-38,835449;-72,672523
ESCUELA PARTICULAR PATRIA NUEVA;9;91;9105;FREIRE;1;-38,994129;-72,864883
ESCUELA PARTICULAR SAN ROQUE;9;91;9105;FREIRE;1;-39,0345;-72,402946
ESCUELA PARTICULAR SANTA ELENA;9;91;9105;FREIRE;1;-39,037239;-72,441223
ESCUELA EL LUCERO;9;91;9105;FREIRE;1; ; 
ESCUELA PARTICULAR FOLILCO;9;91;9105;FREIRE;1;-39,02948;-72,454536
ESCUELA PARTICULAR CHIHUIMPILLI;9;91;9105;FREIRE;1;-38,881329;-72,555382
JARDIN INFANTIL ESTRELLA DE BELEN;9;91;9105;FREIRE;0; ; 
ESCUELA RUCATRARO ALTO;9;91;9106;GALVARINO;1;-38,402988;-72,979317
ESCUELA SAN CARLOS LLUFQUENTÚE;9;91;9106;GALVARINO;1;-38,48634;-73,345772
ESCUELA PARTICULAR SANTA MARIA;9;91;9106;GALVARINO;1;-38,547451;-72,789597
LICEO GREGORIO URRUTIA;9;91;9106;GALVARINO;0;-38,416889;-72,781326
ESCUELA MUNICIPAL RIO QUILLEN;9;91;9106;GALVARINO;0;-38,41391;-72,777397
ESCUELA BASICA DE LA PIEDRA;9;91;9106;GALVARINO;1;-38,395939;-72,844116
ESCUELA BASICA MANIUCO;9;91;9106;GALVARINO;1;-38,53149;-72,702873
ESCUELA SAN JUAN DE AILLINCO;9;91;9106;GALVARINO;1;-38,469181;-72,850189
ESCUELA MUNICIPAL DE LLUQUENTUE;9;91;9106;GALVARINO;1;-38,484459;-72,735748
ESCUELA BASICA TRABUNQUILLEM;9;91;9106;GALVARINO;1;-38,434441;-72,909073
ESC. BASICA QUETRE;9;91;9106;GALVARINO;1;-38,350971;-72,797577
MIRASOL (RECESO AÑO 2000);9;91;9106;GALVARINO;0; ; 
ESCUELA BASICA DE EL CAPRICHO;9;91;9106;GALVARINO;1;-38,384079;-72,717621
ESCUELA BASICA CHACAICO;9;91;9106;GALVARINO;1;-38,47546;-72,861862
ESCUELA HILOHUE;9;91;9106;GALVARINO;1;-38,45845116;-72,87202575
ESCUELA REDUCCION PANGUECO;9;91;9106;GALVARINO;1;-38,36438;-72,868988
ESCUELA BASICA QUINAHUE;9;91;9106;GALVARINO;1;-38,561981;-72,7397
ESC. BASICA PITRACO;9;91;9106;GALVARINO;1; ; 
ESCUELA DE HUAMPOMALLIN;9;91;9106;GALVARINO;1;-38,55497;-72,789932
ESCUELA BASICA SANTA MARGARITA;9;91;9106;GALVARINO;1;-38,45359;-72,623573
ESCUELA BASICA TRIF TRIFCO;9;91;9106;GALVARINO;1;-38,43557;-72,860222
ESC. BASICA LINGUEMALLIN;9;91;9106;GALVARINO;1; ; 
ESCUELA BASICA PELANTARO;9;91;9106;GALVARINO;1;-38,519619;-72,759071
ESC. BASICA FORTIN NIELOL;9;91;9106;GALVARINO;1;-38,465691;-72,697212
ESCUELA PARTICULAR SAN SEBASTIAN;9;91;9106;GALVARINO;1;-38,487049;-72,702766
ESCUELA PARTICULAR ADVENTISTA;9;91;9106;GALVARINO;1;-38,431709;-72,977623
ESCUELA PARTICULAR RAPA;9;91;9106;GALVARINO;1;-38,550411;-72,7117
ESCUELA PARTICULAR REPOCURA;9;91;9106;GALVARINO;1;-38,480209;-72,901657
ESCUELA MUNICIPAL NILPE;9;91;9106;GALVARINO;1;-38,48999;-72,80172
ESCUELA BASICA EL PAJAL;9;91;9106;GALVARINO;1; ; 
ESCUELA PARTICULAR EL PROGRESO;9;91;9106;GALVARINO;1;-38,447762;-72,987953
ESCUELA MUNICIPAL RUCATRARO;9;91;9106;GALVARINO;1; ; 
ESCUELA PARTICULAR RENICURA;9;91;9106;GALVARINO;1;-38,424461;-72,864929
ESCUELA PARTICULAR BELLAVISTA;9;91;9106;GALVARINO;1;-38,459999;-72,963593
ESCUELA PARTICULAR SAN CARLOS;9;91;9106;GALVARINO;1;-38,48473659;-72,7632463
ESCUELA PARTICULAR EL PERAL;9;91;9106;GALVARINO;1;-38,479389;-72,920387
ESCUELA PARTICULAR EL JARDIN;9;91;9106;GALVARINO;1;-38,466381;-72,922081
ESCUELA PARTICULAR BASICA ILWEN;9;91;9106;GALVARINO;1;-38,41042;-72,72026
ESCUELA NUEVA MILLARAYEN;9;91;9106;GALVARINO;1;-38,452129;-72,681999
ESCUELA YAIMA;9;91;9106;GALVARINO;1;-38,408878;-72,784172
ESCUELA ESPECIAL DAME LA MANO;9;91;9106;GALVARINO;0;-38,412937;-72,776115
ESCUELA SAN JUAN DE DIOS;9;91;9106;GALVARINO;1;-38,46269676;-72,96629663
ESCUELA SANTA VICTORIA;9;91;9106;GALVARINO;1;-38,571819;-72,760582
CENTRO DE EDUCACI-N DE ADULTOS PART JUAN PABL;9;91;9106;GALVARINO;0; ; 
ESCUELA LOS ALAMOS;9;91;9106;GALVARINO;1;-38,485699;-72,869537
ESCUELA MILLARAYEN;9;91;9106;GALVARINO;1;-38,45417063;-72,65536075
LICEO JUAN PABLO II;9;91;9106;GALVARINO;0;-38,412182;-72,782516
ESCUELA MUNICIPAL GABRIELA MISTRAL;9;91;9106;GALVARINO;0;-38,417229;-72,777298
JARDIN INFANTIL SEMILLITAS DEL VALLE;9;91;9106;GALVARINO;0;-38,41382;-72,78074
ESCUELA HOSPITALARIA DE GALVARINO;9;91;9106;GALVARINO;0;-38,4110461;-72,7845603
LICEO BICENTENARIO COMPLEJO EDUCACIONAL ANDRES ANTONIO GORBEA;9;91;9107;GORBEA;0;-39,106861;-72,678108
LICEO JOSE VICTORINO LASTARRIA;9;91;9107;GORBEA;0;-39,236469;-72,671783
ESCUELA BASICA CINCO;9;91;9107;GORBEA;0;-39,103378;-72,676979
ESCUELA BASICA LICARAYEN;9;91;9107;GORBEA;0;-39,156361;-72,659279
ESC.PRESBITERO JOSE AGUSTIN GOMEZ Z.;9;91;9107;GORBEA;0;-39,102409;-72,670219
ESCUELA BASICA MUNICIPAL SAN JUSTO;9;91;9107;GORBEA;1;-39,192921;-72,481392
ESCUELA BASICA LAS QUINIENTAS;9;91;9107;GORBEA;1;-39,16680769;-72,75011029
ESCUELA MANTAHUE;9;91;9107;GORBEA;1;-39,22205244;-72,75389756
ESCUELA MELIRREHUE;9;91;9107;GORBEA;1;-39,04969;-72,71946
ESCUELA BASICA EL RINCO;9;91;9107;GORBEA;1;-39,175369;-72,569313
ESCUELA EL LIUCO;9;91;9107;GORBEA;1;-39,205212;-72,583977
ESCUELA EL LAUREL;9;91;9107;GORBEA;1;-39,148991;-72,529243
ESCUELA CUARTA FAJA;9;91;9107;GORBEA;1;-39,116169;-72,579369
ESCUELA BASICA EL RAUCO;9;91;9107;GORBEA;1;-39,16548245;-72,65244237
ESCUELA BASICA LOS PERALES;9;91;9107;GORBEA;0;-39,098122;-72,676071
ESCUELA LOS PLANCHADOS;9;91;9107;GORBEA;1;-39,22355767;-72,83394839
ESCUELA FAJA RICCI;9;91;9107;GORBEA;1;-39,1255;-72,718033
ESCUELA PIDENCO ALTO;9;91;9107;GORBEA;1;-39,245602;-72,78891
ESCUELA PARTICULAR SANTA GEMITA;9;91;9107;GORBEA;0; ; 
ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN;9;91;9107;GORBEA;0;-39,236568;-72,673172
ESCUELA PARTICULAR BOTACURA;9;91;9107;GORBEA;1;-39,08565474;-72,75088857
ESCUELA PARTICULAR SAN JOSE;9;91;9107;GORBEA;1;-39,12977734;-72,75016665
COLEGIO JUAN PABLO II;9;91;9107;GORBEA;0;-39,101181;-72,670937
ESCUELA NUEVA ALBORADA;9;91;9107;GORBEA;0;-39,15405721;-72,66145292
COLEGIO DE ADULTOS TRINIDAD;9;91;9107;GORBEA;0;-39,10953;-72,66985
ESCUELA ESPECIAL DE LENGUAJE RAYEN;9;91;9107;GORBEA;0;-39,10371;-72,671688
ESCUELA PARTICULAR COLLIN;9;91;9108;LAUTARO;1;-38,57795;-72,112068
LICEO H-C JORGE TEILLIER SANDOVAL;9;91;9108;LAUTARO;0;-38,533611;-72,436722
ESC. BASICA NUMERO SEIS;9;91;9108;LAUTARO;0;-38,526951;-72,434799
ESC. BASICA AMELIA GODOY;9;91;9108;LAUTARO;0;-38,540081;-72,437508
ESCUELA IRENE FREI;9;91;9108;LAUTARO;0;-38,52037;-72,436577
ESC. BASICA GUACOLDA;9;91;9108;LAUTARO;0;-38,537201;-72,422279
ESCUELA LOS CACHORROS;9;91;9108;LAUTARO;0;-38,53384;-72,439293
ESCUELA DE LAUTARO;9;91;9108;LAUTARO;0;-38,53218842;-72,4382019
LICEO LOS CASTANOS;9;91;9108;LAUTARO;0;-38,63699;-72,449677
ESC. BASICA NIERECO;9;91;9108;LAUTARO;1;-38,4893;-72,326538
ESC. BASICA REWE KIMUN;9;91;9108;LAUTARO;1;-38,611519;-72,377876
ESC. BASICA ALTO MECO;9;91;9108;LAUTARO;1;-38,470211;-72,243858
ESC. BASICA VILLA COIHUECO;9;91;9108;LAUTARO;1;-38,49971;-72,580856
ESCUELA DOLLICO ALTO;9;91;9108;LAUTARO;1;-38,52396;-72,283073
ESC. BASICA LAS MINAS;9;91;9108;LAUTARO;1;-38,544121;-72,052391
ESCUELA LOS PINOS( CERRADO);9;91;9108;LAUTARO;0; ; 
ESC. BASICA FLOR DE ULMO;9;91;9108;LAUTARO;1; ; 
ESCUELA DE LLIULLIUCURA;9;91;9108;LAUTARO;1; ; 
ESC. BASICA DOLLINCO BAJO;9;91;9108;LAUTARO;1; ; 
ESC. BASICA SAN LUIS DE ROBLER-A;9;91;9108;LAUTARO;1;-38,566109;-72,359383
ESC. BASICA TRES ESQUINAS;9;91;9108;LAUTARO;1;-38,521481;-72,279808
ESC. BASICA SANTA YOLANDA;9;91;9108;LAUTARO;1;-38,490822;-72,200233
ESC. BASICA CAMPESINA;9;91;9108;LAUTARO;1; ; 
ESC. BASICA PUMALAL;9;91;9108;LAUTARO;1;-38,613811;-72,495201
ESC. BASICA VISTA HERMOSA;9;91;9108;LAUTARO;1;-38,5853;-72,042091
ESC. BASICA CHUMIL;9;91;9108;LAUTARO;1;-38,457069;-72,177757
ESC. BASICA EL ESCUDO;9;91;9108;LAUTARO;1;-38,564369;-72,086823
ESC. BASICA VEGA LARGA;9;91;9108;LAUTARO;1;-38,571331;-72,312737
ESC. BASICA MUCO CHUREO;9;91;9108;LAUTARO;1;-38,584549;-72,330093
ESCUELA BASICA EL CRUCERO G 318;9;91;9108;LAUTARO;1; ; 
ESC. BASICA MALPICHAHUE;9;91;9108;LAUTARO;1;-38,505909;-72,48407
ESCUELA SANTA ANA;9;91;9108;LAUTARO;1; ; 
ESC. BASICA REDUCCION MARILEO;9;91;9108;LAUTARO;1;-38,50712146;-72,61705556
ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO;9;91;9108;LAUTARO;0;-38,530861;-72,438713
ESCUELA PARTICULAR CORAZON DE JESUS;9;91;9108;LAUTARO;0;-38,53714;-72,421181
ESCUELA PARTICULAR NUEVA ALEMANA;9;91;9108;LAUTARO;0; ; 
ESCUELA PARTICULAR QUILACURA;9;91;9108;LAUTARO;1;-38,538971;-72,256203
ESCUELA PARTICULAR SANTA TERESA;9;91;9108;LAUTARO;1;-38,48999;-72,287437
ESCUELA PARTICULAR SANTA TERESITA;9;91;9108;LAUTARO;1;-38,595539;-72,396721
ESCUELA PARTICULAR HUINCA RAILAO;9;91;9108;LAUTARO;1;-38,53582;-72,253166
ESCUELA PARTICULAR LOS HUALLES;9;91;9108;LAUTARO;1;-38,533749;-72,382973
ESCUELA PARTICULAR NUEVA DOLLINCO;9;91;9108;LAUTARO;1;-38,528671;-72,314774
ESCUELA PARTICULAR SAN RAFAEL;9;91;9108;LAUTARO;1;-38,58934;-72,360847
ESCUELA PARTICULAR LOS SOLARES;9;91;9108;LAUTARO;1;-38,4675449;-72,21217534
ESCUELA PARTICULAR VALLEPENCO;9;91;9108;LAUTARO;1;-38,491692;-72,608963
ESCUELA LOS CARRERA;9;91;9108;LAUTARO;0;-38,53384;-72,439293
ESC. BASICA QUINACO;9;91;9108;LAUTARO;1; ; 
ESCUELA ESPECIAL AYELEN;9;91;9108;LAUTARO;0;-38,547634;-72,43776
ESC.BASICA ADULTOS PART.NUEVOS HORIZONTE;9;91;9108;LAUTARO;0; ; 
LICEO BICENTENARIO  POLITECNICO EMA ESPINOZA CORREA;9;91;9108;LAUTARO;0;-38,534;-72,420853
ESCUELA PARTICULAR ANTUMALAL;9;91;9108;LAUTARO;1;-38,634041;-72,455162
ESCUELA PART. SUBVENCIONADA AMANCAY;9;91;9108;LAUTARO;0;-38,537868;-72,430237
JARDIN INFANTIL HORMIGUITA;9;91;9108;LAUTARO;0;-38,544765;-72,430885
JARDIN INFANTIL LOS POLLITOS;9;91;9108;LAUTARO;0; ; 
