NOM;REG;COD_PRO;COD_COM;NOM_COM;RURAL;LATITUD;LONGITUD
ESCUELA DE ADULTOS JORGE TEILLIER;9;91;9108;LAUTARO;0; ; 
COLEGIO EDUCACION DE ADULTOS NAHUEL;9;91;9108;LAUTARO;0;-38,553795;-72,43016
ESCUELA ESP.LENGUAJE ANDALUE;9;91;9108;LAUTARO;0;-38,562824;-72,42943
ESC. ESPECIAL LENGUAJE STA. PATRICIA;9;91;9108;LAUTARO;0;-38,571854;-72,428696
JARDIN INFANTIL CLARO DE LUNA;9;91;9108;LAUTARO;0;-38,580883;-72,42797
ESCUELA ESP. DE LENGUAJE MI MUNDO EN PALABRAS;9;91;9108;LAUTARO;0;-38,538552;-72,427178
ESCUELA PARTICULAR ARTURO PRAT;9;91;9109;LONCOCHE;1;-39,311081;-72,518959
LICEO BICENTENARIO DE EXCELENCIA TÉCNICO PROFESIONAL ANDRÉS BELLO;9;91;9109;LONCOCHE;0;-39,366428;-72,63726
LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA;9;91;9109;LONCOCHE;0;-39,371639;-72,628853
ESCUELA EGON ERNTS KEUTMANN BESGEN;9;91;9109;LONCOCHE;0;-39,296879;-72,40052
ESCUELA ALBORADA;9;91;9109;LONCOCHE;0;-39,37051;-72,62841
ESCUELA DOMITILA PINNA PARRA;9;91;9109;LONCOCHE;0;-39,410099;-72,709679
CENTRO EDUCACIONAL DE DESARROLLO INTEGRAL WE NEPEN;9;91;9109;LONCOCHE;0;-39,37381744;-72,63296509
ESCUELA EL PRADO;9;91;9109;LONCOCHE;1;-39,24234607;-72,54280832
ESCUELA RURAL DONGUIL;9;91;9109;LONCOCHE;1; ; 
ESCUELA MUNICIPAL RURAL HUELLEN;9;91;9109;LONCOCHE;1; ; 
ESCUEL RAYEN MAPU;9;91;9109;LONCOCHE;1; ; 
ESCUELA RUCAHUE;9;91;9109;LONCOCHE;1;-39,461811;-72,371834
ESCUELA BELLAVISTA;9;91;9109;LONCOCHE;1; ; 
ESCUELA ESMERALDA;9;91;9109;LONCOCHE;1;-39,2994;-72,806862
ESCUELA LAS ROSAS;9;91;9109;LONCOCHE;1; ; 
ESCUELA FLOR DEL BOSQUE;9;91;9109;LONCOCHE;1; ; 
ESCUELA WINGKUL-NIGEN;9;91;9109;LONCOCHE;1;-39,33263;-72,560509
ESCUELA WENUY KUDAU;9;91;9109;LONCOCHE;1;-39,272099;-72,450546
ESCUELA PUKOYAM;9;91;9109;LONCOCHE;1;-39,355801;-72,495399
ESCUELA ANCAHUAL;9;91;9109;LONCOCHE;1; ; 
ESCUELA ESTADO DE ISRAEL;9;91;9109;LONCOCHE;1;-39,397991;-72,569298
ESCUELA SANTA ANITA;9;91;9109;LONCOCHE;1;-39,27864047;-72,6334948
ESCUELA QUESQUECHAN;9;91;9109;LONCOCHE;1;-39,275879;-72,56295
ESCUELA EL TUNEL;9;91;9109;LONCOCHE;1;-39,30160283;-72,60185122
ESCUELA PIDENCO BAJO;9;91;9109;LONCOCHE;1; ; 
ESCUELA BASICA NILCAHUIN;9;91;9109;LONCOCHE;1;-39,389759;-72,765862
ESCUELA HUELQUELELFUN;9;91;9109;LONCOCHE;1;-39,36708;-72,63087
ESCUELA MOLUL PIDENCO;9;91;9109;LONCOCHE;1; ; 
ESCUELA NANCAHUE;9;91;9109;LONCOCHE;1;-39,26413601;-72,49274858
COLEGIO SANTA CRUZ DE LONCOCHE;9;91;9109;LONCOCHE;0;-39,36924;-72,631706
ESCUELA PARTICULAR JUAN XXIII;9;91;9109;LONCOCHE;0;-39,295521;-72,405724
ESCUELA PARTICULAR LOLO RUCA;9;91;9109;LONCOCHE;1; ; 
ESCUELA PARTICULAR COLLICO;9;91;9109;LONCOCHE;1;-39,413261;-72,675468
ESCUELA PARTICULAR LIGLELFUN;9;91;9109;LONCOCHE;1;-39,366791;-72,462753
ESCUELA PARTICULAR PULMAHUE;9;91;9109;LONCOCHE;1;-39,409401;-72,452339
ESCUELA PARTICULAR SUBVENCIONADA LA FAMILIA;9;91;9109;LONCOCHE;1;-39,351891;-72,421303
ESCUELA ARAUCARIAS;9;91;9109;LONCOCHE;0;-39,363602;-72,633774
IER. LICEO TÉCNICO PROFESIONAL HUISCAPI;9;91;9109;LONCOCHE;1;-39,30411986;-72,41268631
CHRISTIAN COLLEGE;9;91;9109;LONCOCHE;0;-39,36536;-72,634987
COLEGIO CAMPESTRE RAFAEL POMBO;9;91;9109;LONCOCHE;1;-39,37944;-72,527237
ESCUELA ESPECIAL DE LENGUAJE NIÑO JESUS;9;91;9109;LONCOCHE;0;-39,369694;-72,6336
ESCUELA HOSPITALARIA DE LONCOCHE;9;91;9109;LONCOCHE;0;-39,3705816792944;-72,62629
LICEO LOS ANDES;9;91;9110;MELIPEUCO;0;-38,853889;-71,699402
ESC. BASICA MOLULCO;9;91;9110;MELIPEUCO;1;-38,93652;-71,707123
ESC. BASICA HUALLERUPE;9;91;9110;MELIPEUCO;1; ; 
ESC. BASICA MOLULCO;9;91;9110;MELIPEUCO;1;-38,881161;-71,722778
ESC. BASICA CUMCUMLLAQUE;9;91;9110;MELIPEUCO;1;-38,86414;-71,58165
ESC. BASICA CAREN;9;91;9110;MELIPEUCO;1;-38,869601;-71,51185987
ESCUELA ALPEHUE;9;91;9110;MELIPEUCO;1;-38,90566995;-71,61304458
ESCUELA MUNICIPAL CARÉN;9;91;9110;MELIPEUCO;1;-38,934952;-71,451767
ESCUELA PARTICULAR SAN GABRIEL;9;91;9110;MELIPEUCO;0;-38,854752;-71,702293
ESCUELA PARTICULAR LLAIMA;9;91;9110;MELIPEUCO;1;-38,89925;-71,736839
ESCUELA PARTICULAR TRACURA;9;91;9110;MELIPEUCO;1; ; 
ESCUELA PARTICULAR CAREN;9;91;9110;MELIPEUCO;1;-38,904442;-71,488831
ESCUELA PARTICULAR LA SUERTE;9;91;9110;MELIPEUCO;1;-38,867199;-71,771637
ESCUELA PARTICULAR PALIHUEPILLAN;9;91;9110;MELIPEUCO;1;-38,8722;-71,819153
ESCUELA PARTICULAR EL RETIRO;9;91;9110;MELIPEUCO;1;-38,857521;-71,675003
ESCUELA DAHUELHUE;9;91;9110;MELIPEUCO;1;-38,81094;-71,626503
ESCUELA PARTICULAR EL SALTO;9;91;9110;MELIPEUCO;1;-38,84134261;-71,80778397
ESCUELA BASICA VOLCAN LLAIMA;9;91;9110;MELIPEUCO;0;-38,854309;-71,697006
COLEGIO BICENTENARIO DE EXCELENCIA ADENAUER;9;91;9110;MELIPEUCO;0;-38,849548;-71,684639
ESCUELA PARTICULAR TRALGNA;9;91;9111;NUEVA IMPERIAL;1;-38,84170662;-72,81015117
ESCUELA PARTICULAR RENACER;9;91;9111;NUEVA IMPERIAL;1;-38,85321;-72,822037
ESCUELA PARTICULAR JOSE ABELARDO NUNEZ;9;91;9111;NUEVA IMPERIAL;1;-38,666592;-73,06192
ESCUELA PARTICULAR MARTA BRUNET;9;91;9111;NUEVA IMPERIAL;0; ; 
LICEO INDUSTRIAL C-16 NUEVA IMPERIAL;9;91;9111;NUEVA IMPERIAL;0;-38,748268;-72,950981
LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4;9;91;9111;NUEVA IMPERIAL;0;-38,745979;-72,952408
ESCUELA ALEJANDRO GOROSTIAGA;9;91;9111;NUEVA IMPERIAL;0;-38,741299;-72,955658
ESCUELA REPUBLICA;9;91;9111;NUEVA IMPERIAL;0;-38,748169;-72,947159
ESCUELA JUAN XXIII;9;91;9111;NUEVA IMPERIAL;0;-38,739769;-72,948174
ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS;9;91;9111;NUEVA IMPERIAL;0;-38,7442131;-72,95518494
FEDERICO GARC-A LORCA;9;91;9111;NUEVA IMPERIAL;0;-38,74596786;-72,94866943
ESCUELA BASICA EL CRUCERO;9;91;9111;NUEVA IMPERIAL;1;-38,78244;-72,848892
ESCUELA BASIC RAYEN MAPU;9;91;9111;NUEVA IMPERIAL;1;-38,63927859;-73,06233955
ESCUELA BASICA VIOLETA PARRA;9;91;9111;NUEVA IMPERIAL;1;-38,76654072;-72,94380143
ESCUELA EL COPIHUAL;9;91;9111;NUEVA IMPERIAL;1;-38,8549;-72,99205
ESCUELA BASICA CATRIANCHE;9;91;9111;NUEVA IMPERIAL;1;-38,6996;-72,956673
ESC.BASICA RAYEN MAHUIDA;9;91;9111;NUEVA IMPERIAL;1;-38,658691;-72,99614
ESC. BASICA SANTA MARIA;9;91;9111;NUEVA IMPERIAL;1;-38,71266733;-72,83133295
ESC. BASICA LA ARAUCARIA;9;91;9111;NUEVA IMPERIAL;1;-38,672272;-72,90377
ESC. BASICA SANTOS COLLIPAL;9;91;9111;NUEVA IMPERIAL;1;-38,73859837;-72,95408116
ESC. BASICA CHIVILCOYAN;9;91;9111;NUEVA IMPERIAL;1;-38,633862;-72,967209
ESC. BASICA CACIQUE HUEICHAQUEO;9;91;9111;NUEVA IMPERIAL;1;-38,65486243;-72,9451042
ESC. BASICA CINCO MANZANOS;9;91;9111;NUEVA IMPERIAL;1;-38,71105952;-72,85118131
ESC. RAYEN KOSKILLA;9;91;9111;NUEVA IMPERIAL;1;-38,86180639;-73,01249643
ESC. BASICA SAN MANUEL;9;91;9111;NUEVA IMPERIAL;1;-38,74128652;-72,9530094
ESC. BASICA AILLINCO;9;91;9111;NUEVA IMPERIAL;1;-38,72018448;-72,97847648
ESCUELA ARENAS BLANCAS;9;91;9111;NUEVA IMPERIAL;1;-38,70425;-72,864243
ESC. BASICA LOS CANELOS;9;91;9111;NUEVA IMPERIAL;1;-38,78875;-73,064453
ESC. BASICA LIFKO;9;91;9111;NUEVA IMPERIAL;1;-38,73637;-73,041512
ESCUELA BÁSICA EL PERAL;9;91;9111;NUEVA IMPERIAL;1; ; 
ESC. BASICA SANTA MARIA DE BOROA;9;91;9111;NUEVA IMPERIAL;1;-38,766071;-72,849854
ESC. BASICA SANTA LIDIA;9;91;9111;NUEVA IMPERIAL;1; ; 
ESC. BASICA LOS ROBLES;9;91;9111;NUEVA IMPERIAL;1;-38,741291;-72,953011
ESCUELA BASICA PIDENCO;9;91;9111;NUEVA IMPERIAL;1;-38,68913967;-73,06443834
LOLOCURA(CERRADA);9;91;9111;NUEVA IMPERIAL;0; ; 
ESCUELA EL MIRADOR;9;91;9111;NUEVA IMPERIAL;1;-38,57265124;-73,09263099
ESCUELA BASICA MANIO DUCANAN;9;91;9111;NUEVA IMPERIAL;1;-38,847591;-73,041786
LICEO COMERCIAL DIEGO PORTALES;9;91;9111;NUEVA IMPERIAL;0;-38,74321683;-72,95165554
LICEO SAN FCO DE ASIS DE NVA IMPERIAL;9;91;9111;NUEVA IMPERIAL;0;-38,739651;-72,955063
ESCUELA PARTICULAR BELEN;9;91;9111;NUEVA IMPERIAL;0;-38,746761;-72,954514
ESCUELA PARTICULAR SAN ADRIAN;9;91;9111;NUEVA IMPERIAL;0; ; 
ESCUELA PARTICULAR BOROA;9;91;9111;NUEVA IMPERIAL;1;-38,811131;-72,879593
ESCUELA PARTICULAR ENTRE RIOS;9;91;9111;NUEVA IMPERIAL;1;-38,793671;-72,874657
ESCUELA PARTICULAR LORD COCHRANE;9;91;9111;NUEVA IMPERIAL;1;-38,80428515;-72,94845149
ESCUELA PARTICULAR LOS GUINDOS;9;91;9111;NUEVA IMPERIAL;1;-38,69841;-73,02124
ESCUELA PARTICULAR SAN SEBASTIAN;9;91;9111;NUEVA IMPERIAL;1; ; 
ESCUELA PARTICULAR LOMA LARGA;9;91;9111;NUEVA IMPERIAL;1;-38,851742;-72,943939
ESCUELA PARTICULAR CARDAL;9;91;9111;NUEVA IMPERIAL;1;-38,74860373;-73,04730612
ESCUELA PARTICULAR CUDICO;9;91;9111;NUEVA IMPERIAL;1;-38,82194;-73,05047
ESCUELA PARTICULAR ALMAGRO;9;91;9111;NUEVA IMPERIAL;1;-38,781441;-72,946693
ESCUELA PARTICULAR RULO;9;91;9111;NUEVA IMPERIAL;1;-38,760208;-73,008118
ESCUELA PARTICULAR PUEL MAPU;9;91;9111;NUEVA IMPERIAL;1;-38,696091;-73,011383
ESCUELA PARTICULAR ALTO MANIO;9;91;9111;NUEVA IMPERIAL;1;-38,83643;-73,014427
ESCUELA PARTICULAR LLANCAHUE;9;91;9111;NUEVA IMPERIAL;1;-38,80482527;-72,98132199
ESCUELA PARTICULAR SANTA IRMA;9;91;9111;NUEVA IMPERIAL;1; ; 
ESCUELA PARTICULAR WILFREDO PASSAU;9;91;9111;NUEVA IMPERIAL;1;-38,88046603;-72,8318364
ESCUELA PARTICULAR SAN ANTONIO;9;91;9111;NUEVA IMPERIAL;1;-38,87294;-72,906189
ESCUELA PARTICULAR LIDIA RIQUELME;9;91;9111;NUEVA IMPERIAL;1;-38,8745;-73,058853
ESCUELA PARTICULAR TRANAMIL RULO;9;91;9111;NUEVA IMPERIAL;1;-38,762699;-72,983139
ESCUELA PARTICULAR PEDRO AGUIRRE CERDA;9;91;9111;NUEVA IMPERIAL;1;-38,735611;-73,025833
ESCUELA PARTICULAR GABRIELA MISTRAL;9;91;9111;NUEVA IMPERIAL;0;-38,74929;-72,948578
ESCUELA PARTICULAR ISABEL RIQUELME;9;91;9111;NUEVA IMPERIAL;1;-38,80471183;-73,04743339
ESCUELA PARTICULAR FAIZI;9;91;9111;NUEVA IMPERIAL;1;-38,751389;-73,03022
ESCUELA PARTICULAR BUENOS AIRES;9;91;9111;NUEVA IMPERIAL;1;-38,61224683;-73,07197028
ESCUELA PARTICULAR ANIBAL PINTO;9;91;9111;NUEVA IMPERIAL;1;-38,84977;-73,006142
ESCUELA PARTICULAR LAS GAVIOTAS;9;91;9111;NUEVA IMPERIAL;1;-38,66332432;-73,0797254
ESCUELA PARTICULAR SAN MIGUEL;9;91;9111;NUEVA IMPERIAL;1; ; 
ESCUELA PARTICULAR YAUYAUQUEN;9;91;9111;NUEVA IMPERIAL;1;-38,81251876;-73,07594182
COMPLEJO EDUCACIONAL PRINCIPE DE GALES;9;91;9111;NUEVA IMPERIAL;0;-38,7495;-72,940689
LICEO POLITECNICO METODISTA LA GRANJA;9;91;9111;NUEVA IMPERIAL;1;-38,750599;-72,937477
ESCUELA PARTICULAR SANTA ELENA;9;91;9111;NUEVA IMPERIAL;1;-38,84803;-72,844391
ESCUELA PARTICULAR BOLLILCO;9;91;9111;NUEVA IMPERIAL;1;-38,820999;-72,978012
ESCUELA BILINGUE AMUL KEWUN;9;91;9111;NUEVA IMPERIAL;1;-38,74115;-72,977097
JARDIN INFANTIL COPIHUITO;9;91;9111;NUEVA IMPERIAL;0; ; 
ESCUELA BASICA MUNICIPAL EL MAITEN;9;91;9111;NUEVA IMPERIAL;1;-38,88494734;-72,93686649
ESCUELA ENRIQUE TENORIO FUENTES;9;91;9111;NUEVA IMPERIAL;1;-38,82737;-72,950706
ESC.ESPEC.ESDELENG TRAST.DE LA COMUNIC..;9;91;9111;NUEVA IMPERIAL;0;-38,743546;-72,94541
JARDIN INFANTIL COPIHUITO(CERRADO,JUNJI);9;91;9111;NUEVA IMPERIAL;0; ; 
CENTRO DE EDUCACION DE ADULTOS LEFXARV;9;91;9111;NUEVA IMPERIAL;0;-38,750965;-72,94196
ESCUELA MALLEARAUCO;9;91;9111;NUEVA IMPERIAL;1;-38,76622934;-72,95725628
ESCUELA GASPAR HUENCHUMAN;9;91;9111;NUEVA IMPERIAL;1;-38,692268;-73,040588
ESCUELA PUMANKE;9;91;9111;NUEVA IMPERIAL;0; ; 
ESCUELA SANTA TERESITA DE IMPERIAL;9;91;9111;NUEVA IMPERIAL;0;-38,750549;-72,938744
COLEGIO JOSE GIORDANO;9;91;9111;NUEVA IMPERIAL;0;-38,745602;-72,950653
ESCUELA PARTICULAR RUKA LINC;9;91;9111;NUEVA IMPERIAL;1;-38,72269863;-72,98899844
FERNANDO IGAYMAN PEREZ;9;91;9111;NUEVA IMPERIAL;1; ; 
ESCUELA BASICA MUNICIPAL EL MAITEN;9;91;9111;NUEVA IMPERIAL;1; ; 
ESCUELA PARTICULAR PADRE HURTADO;9;91;9111;NUEVA IMPERIAL;1;-38,76040556;-72,94570643
ESCUELA BASICA ANTU RAYEN;9;91;9111;NUEVA IMPERIAL;0;-38,74527;-72,947189
COLEGIO SAN MARCOS;9;91;9111;NUEVA IMPERIAL;0;-38,74007;-72,94088
ESCUELA PARTICULAR JORGE CRUCES VALLEJOS;9;91;9111;NUEVA IMPERIAL;1;-38,70413006;-72,89903026
COLEGIO EDUC. DE ADULTOS NAHUEL;9;91;9111;NUEVA IMPERIAL;0;-38,71316;-72,89836
COLEGIO MARÍA TERESA FUENZALIDA;9;91;9111;NUEVA IMPERIAL;0;-38,72219;-72,89769
ESCUELA PARTICULAR INALKO;9;91;9111;NUEVA IMPERIAL;1;-38,666389;-72,970642
COLEGIO DE ADULTOS WALMAPU;9;91;9111;NUEVA IMPERIAL;0;-38,7408662;-72,9410833
ESCUELA DE LENGUAJE SUYAI;9;91;9111;NUEVA IMPERIAL;0;-38,68445;-72,96932
ESCUELA ESPECIAL HOSPITALARIA SAN EXPEDITO;9;91;9111;NUEVA IMPERIAL;0;-38,73943;-72,957095
COMPLEJO EDUCACIONAL PADRE LAS CASAS;9;91;9112;PADRE LAS CASAS;0;-38,761131;-72,594116
ESCUELA DARIO SALAS;9;91;9112;PADRE LAS CASAS;0;-38,75621;-72,59301
ESCUELA TRUMPULO CHICO;9;91;9112;PADRE LAS CASAS;1;-38,856659;-72,525673
ESCUELA METRENCO;9;91;9112;PADRE LAS CASAS;1;-38,823071;-72,618347
ESCUELA TRUF-TRUF.;9;91;9112;PADRE LAS CASAS;1;-38,744019;-72,537239
ESCUELA LAUREL HUACHO;9;91;9112;PADRE LAS CASAS;1;-38,811852;-72,811531
ESCUELA LICANCO;9;91;9112;PADRE LAS CASAS;1;-38,795609;-72,621384
ESCUELA NIRRIMAPU;9;91;9112;PADRE LAS CASAS;1;-38,797562;-72,662247
ESCUELA TROMEN;9;91;9112;PADRE LAS CASAS;1;-38,833382;-72,503304
ESCUELA COLPANAO;9;91;9112;PADRE LAS CASAS;1;-38,797459;-72,744049
ESCUELA REMOLINOS;9;91;9112;PADRE LAS CASAS;1;-38,78182186;-72,70594212
ESCUELA CHOMIO;9;91;9112;PADRE LAS CASAS;1;-38,81815;-72,573532
ESCUELA CHAPOD;9;91;9112;PADRE LAS CASAS;1;-38,820641;-72,73687
ESCUELA FUNDO MAQUEHUE;9;91;9112;PADRE LAS CASAS;1;-38,82888;-72,691513
LICEO BICENTENARIO DE EXCELENCIA  PADRE OSCAR MOSER;9;91;9112;PADRE LAS CASAS;0;-38,759811;-72,590347
ESC.PARTIC. MONS.GUIDO DE RAMBERGA;9;91;9112;PADRE LAS CASAS;0;-38,758961;-72,593826
ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN;9;91;9112;PADRE LAS CASAS;0;-38,757629;-72,595642
ESCUELA PARTICULAR PADRE VENANCIO;9;91;9112;PADRE LAS CASAS;0;-38,760891;-72,5895
ESCUELA PARTICULAR SAN RAFAEL ARCANGEL;9;91;9112;PADRE LAS CASAS;0;-38,764629;-72,602318
ESCUELA PARTICULAR EL SEMBRADOR;9;91;9112;PADRE LAS CASAS;0; ; 
PADRE BARTOLOME DE LAS CASAS;9;91;9112;PADRE LAS CASAS;0;-38,7644;-72,598473
COLEGIO ÑIELOL CHE KIMUN;9;91;9112;PADRE LAS CASAS;1;-38,741982;-72,524857
ESCUELA PARTICULAR SAN BERNARDO;9;91;9112;PADRE LAS CASAS;0;-38,755791;-72,590401
ESCUELA PARTICULAR ROBLE HUACHO;9;91;9112;PADRE LAS CASAS;1;-38,82291;-72,538322
ESCUELA PARTICULAR MILLAHUECO;9;91;9112;PADRE LAS CASAS;1;-38,758221;-72,515129
ESCUELA PARTICULAR MAQUEHUE;9;91;9112;PADRE LAS CASAS;1;-38,814129;-72,766647
ESCUELA PARTICULAR PLOM METRENCO;9;91;9112;PADRE LAS CASAS;1; ; 
ESCUELA PARTICULAR HERMANO PASCUAL;9;91;9112;PADRE LAS CASAS;1;-38,836899;-72,474503
ESCUELA PARTICULAR SAN MANUEL;9;91;9112;PADRE LAS CASAS;1;-38,798561;-72,611198
ESCUELA PARTICULAR RANQUILCO;9;91;9112;PADRE LAS CASAS;1;-38,77253311;-72,46404857
ESCUELA BELLAVISTA DE COYAHUE;9;91;9112;PADRE LAS CASAS;1;-38,78097;-72,5859
ESCUELA PARTICULAR LAS LOMAS;9;91;9112;PADRE LAS CASAS;1;-38,798401;-72,776131
ESCUELA PARTICULAR CRUZ DE MAYO;9;91;9112;PADRE LAS CASAS;1;-38,772018;-72,415062
ESCUELA PARTICULAR SAN PEDRO RAPA;9;91;9112;PADRE LAS CASAS;1;-38,771839;-72,660187
ESCUELA PARTICULAR SAN MIGUEL;9;91;9112;PADRE LAS CASAS;1;-38,73856;-72,494263
ESCUELA PARTICULAR NUEVA MEMBRILLAR;9;91;9112;PADRE LAS CASAS;1;-38,75325;-72,497177
ESCUELA SAN MARTIN DE PORRES;9;91;9112;PADRE LAS CASAS;1;-38,70575;-72,497864
ESCUELA PARTICULAR MANZANAR DE LLEUPECO;9;91;9112;PADRE LAS CASAS;1;-38,724041;-72,541893
ESCUELA PARTICULAR ZANJA;9;91;9112;PADRE LAS CASAS;1;-38,817039;-72,768318
ESCUELA BÁSICA PARTICULAR SUBVENCIONADA GUIDO BUCHER;9;91;9112;PADRE LAS CASAS;1;-38,833439;-72,727318
ESCUELA PARTICULAR TRES CERROS;9;91;9112;PADRE LAS CASAS;1;-38,728241;-72,508904
ESCUELA PARTICULAR SAN VICENTE;9;91;9112;PADRE LAS CASAS;1;-38,800991;-72,590393
ESCUELA BASICA KOYAM;9;91;9112;PADRE LAS CASAS;1;-38,852421;-72,589821
ESCUELA PARTICULAR SAN FRANCISCO DE CUNCO CHICO;9;91;9112;PADRE LAS CASAS;1;-38,84901;-72,586594
ESCUELA PARTICULAR VIRGEN DE GUADALUPE;9;91;9112;PADRE LAS CASAS;1;-38,758862;-72,595596
ESCUELA PARTICULAR EL VALLE;9;91;9112;PADRE LAS CASAS;1;-38,772621;-72,517357
ESCUELA PARTICULAR EL ESFUERZO;9;91;9112;PADRE LAS CASAS;1;-38,720829;-72,523148
ESCUELA PARTICULAR ARAUCO;9;91;9112;PADRE LAS CASAS;1;-38,738918;-72,442146
ESCUELA PARTICULAR SARGENTO CANDELARIA;9;91;9112;PADRE LAS CASAS;1;-38,823872;-72,664673
ESCUELA PARTICULAR CENTRAL QUILACO;9;91;9112;PADRE LAS CASAS;1;-38,73751554;-72,4650572
ESCUELA PARTICULAR WITRAMALAL;9;91;9112;PADRE LAS CASAS;1;-38,815639;-72,602783
ESCUELA ANDRES BELLO;9;91;9112;PADRE LAS CASAS;1;-38,859539;-72,538887
ESCUELA PARTICULAR PROF.ANDRES AGUAYO;9;91;9112;PADRE LAS CASAS;1;-38,8363;-72,546623
ESCUELA PARTICULAR REPOCURA;9;91;9112;PADRE LAS CASAS;1;-38,823502;-72,590599
ESCUELA PARTICULAR NIRRIMAPU;9;91;9112;PADRE LAS CASAS;1;-38,816181;-72,679222
ESCUELA SANTA INES DE CAIVICO;9;91;9112;PADRE LAS CASAS;1;-38,8438;-72,455978
ESCUELA PARTICULAR JOSE LUIS SANFUENTES;9;91;9112;PADRE LAS CASAS;1;-38,77861;-72,76503
ESCUELA PARTICULAR POETA ERCILLA;9;91;9112;PADRE LAS CASAS;1;-38,848839;-72,609909
ESCUELA PARTICULAR PICHI ITINENTO;9;91;9112;PADRE LAS CASAS;1;-38,710972;-72,464897
ESCUELA PARTICULAR DAVID RIADI MATUS;9;91;9112;PADRE LAS CASAS;1;-38,772251;-72,495079
ESCUELA PARTICULAR LA ROCA;9;91;9112;PADRE LAS CASAS;1;-38,701038;-72,479248
ESCUELA TRAIPO;9;91;9112;PADRE LAS CASAS;1; ; 
ESCUELA PARTICULAR POCO A POCO;9;91;9112;PADRE LAS CASAS;1; ; 
ESCUELA PARTICULAR RIOS DE AGUA VIVA;9;91;9112;PADRE LAS CASAS;1;-38,7711805;-72,63559333
ESCUELA LENFUEN;9;91;9112;PADRE LAS CASAS;1;-38,852951;-72,434258
ESCUELA PARTICULAR EL TESORO;9;91;9112;PADRE LAS CASAS;1;-38,833611;-72,523407
ESCUELA BASICA SAN SEBASTIAN DE MAQUEHUE;9;91;9112;PADRE LAS CASAS;0;-38,767029;-72,608139
ESCUELA TROMEN MALLIN;9;91;9112;PADRE LAS CASAS;1;-38,8176412;-72,72444918
ESCUELA PARTICULAR CAMPO LINDO;9;91;9112;PADRE LAS CASAS;1; ; 
ESCUELA PARTICULAR LUIS ISRAEL;9;91;9112;PADRE LAS CASAS;0;-38,765499;-72,587624
ESCUELA ESPECIAL DE LENGUAJE NEWEN ALON;9;91;9112;PADRE LAS CASAS;0;-38,762111;-72,598135
ESCUELA PARTICULAR EL DESPERTAR;9;91;9112;PADRE LAS CASAS;1;-38,833031;-72,566849
ESC. ESPECIAL PART. ALENKURA;9;91;9112;PADRE LAS CASAS;0;-38,757996;-72,58954
ESCUELA PARTICULAR MOLCO NI MELI REWE;9;91;9112;PADRE LAS CASAS;1; ; 
COLEGIO ESPECIAL DE LENGUAJE HOLANDA;9;91;9112;PADRE LAS CASAS;0;-38,76281;-72,595299
LICEO CENTRO DE EDUC.INTEGRAL DE ADULTOS;9;91;9112;PADRE LAS CASAS;0; ; 
C.E.I.A. ALERTA;9;91;9112;PADRE LAS CASAS;0;-38,756535;-72,59516
ESCUELA PARTICULAR EMANUEL;9;91;9112;PADRE LAS CASAS;0; ; 
ESCUELA PART. MISS CLARA BRINCEFIELD;9;91;9112;PADRE LAS CASAS;0;-38,759121;-72,596237
COLEGIO BICENTENARIO DE LA ARAUCANIA;9;91;9112;PADRE LAS CASAS;0;-38,76255;-72,599258
JARDIN INFANTIL RAYITO DE SOL;9;91;9112;PADRE LAS CASAS;0;-38,774487;-72,59453
ESCUELA FRANCISCO QUEREBAN;9;91;9112;PADRE LAS CASAS;1;-38,7934;-72,610168
ESCUELA PARTICULAR SAN ANDRES;9;91;9112;PADRE LAS CASAS;0; ; 
JARDIN INFANTIL LAS LOMITAS;9;91;9112;PADRE LAS CASAS;0; ; 
LICEO TECN. PROF. FORESTAL PEHUEN;9;91;9112;PADRE LAS CASAS;1;-38,82135;-72,539139
LICEO PARTICULAR DE ADULTOS HOREB;9;91;9112;PADRE LAS CASAS;0;-38,767902;-72,59512
JARDIN INFANTIL RAYEN-MAPU;9;91;9112;PADRE LAS CASAS;0;-38,774662;-72,60439
LICEO SAN SEBASTIAN;9;91;9112;PADRE LAS CASAS;0;-38,75721;-72,592659
COMPLEJO EDUCACIONAL MAQUEHUE;9;91;9112;PADRE LAS CASAS;1;-38,829521;-72,68
JARDIN INFANTIL MI CASITA;9;91;9112;PADRE LAS CASAS;0;-38,817513;-72,63055
JARDIN INFANTIL CATALINA DE LA GUARDA;9;91;9112;PADRE LAS CASAS;0; ; 
ESCUELA PARTICULAR HABIT-ART;9;91;9112;PADRE LAS CASAS;1;-38,900921;-72,425873
ESCUELA BASICA RAYEN PAINE(NUNCA FUNCIONO);9;91;9112;PADRE LAS CASAS;0; ; 
ESCUELA ESPECIAL DE LENGUAJE ALUN SUYAI;9;91;9112;PADRE LAS CASAS;0;-38,76495;-72,60587
COLEGIO INTERCULTURAL CERRO LONCOCHE;9;91;9112;PADRE LAS CASAS;1;-38,820789;-72,647888
COLEGIO CUMBRE DE SAN RAMON;9;91;9112;PADRE LAS CASAS;1;-38,862179;-72,396172
