C_senatorial,Distrito,Comuna,C_electoral,Local,Mesa,Sexo,R_etario,Nacionalidad,Votantes
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,54,MUJERES,80+,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,18-19,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,20-29,CHILE,40
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,30-39,CHILE,29
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,40-49,CHILE,21
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,50-59,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,60-69,CHILE,23
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,70-79,CHILE,8
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,HOMBRES,80+,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,18-19,CHILE,9
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,20-29,CHILE,46
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,30-39,CHILE,40
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,40-49,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,50-59,CHILE,17
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,60-69,CHILE,17
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,55,MUJERES,80+,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,18-19,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,20-29,CHILE,26
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,30-39,CHILE,29
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,40-49,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,50-59,CHILE,25
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,60-69,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,70-79,CHILE,9
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,HOMBRES,80+,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,18-19,CHILE,8
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,20-29,CHILE,50
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,30-39,CHILE,43
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,40-49,CHILE,47
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,50-59,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,60-69,CHILE,20
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,70-79,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,56,MUJERES,80+,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,18-19,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,20-29,CHILE,31
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,30-39,CHILE,33
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,40-49,CHILE,16
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,50-59,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,60-69,CHILE,27
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,70-79,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,HOMBRES,80+,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,18-19,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,20-29,CHILE,40
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,30-39,ARGENTINA,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,30-39,CHILE,38
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,30-39,PERU,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,40-49,CHILE,37
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,50-59,CHILE,31
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,60-69,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,70-79,CHILE,9
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,57,MUJERES,80+,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,18-19,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,20-29,CHILE,38
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,30-39,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,40-49,CHILE,20
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,50-59,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,60-69,CHILE,20
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,70-79,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,HOMBRES,80+,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,18-19,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,20-29,CHILE,35
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,30-39,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,40-49,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,50-59,CHILE,21
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,60-69,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,70-79,CHILE,8
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,58,MUJERES,80+,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,18-19,CHILE,13
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,20-29,CHILE,42
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,30-39,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,40-49,CHILE,20
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,50-59,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,60-69,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,HOMBRES,80+,CHILE,2
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,18-19,CHILE,11
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,20-29,CHILE,42
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,30-39,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,30-39,VENEZUELA,2
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,40-49,CHILE,41
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,50-59,CHILE,21
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,60-69,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,59,MUJERES,80+,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,18-19,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,20-29,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,30-39,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,40-49,CHILE,24
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,50-59,CHILE,25
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,60-69,CHILE,11
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,70-79,CHILE,9
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,HOMBRES,80+,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,18-19,CHILE,3
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,20-29,CHILE,24
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,30-39,CHILE,30
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,40-49,CHILE,23
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,50-59,CHILE,27
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,60-69,CHILE,11
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,60,MUJERES,80+,CHILE,2
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,18-19,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,20-29,CHILE,36
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,30-39,CHILE,19
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,40-49,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,50-59,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,60-69,CHILE,12
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,70-79,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,HOMBRES,80+,CHILE,3
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,18-19,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,20-29,CHILE,37
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,30-39,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,40-49,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,50-59,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,60-69,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,70-79,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL,61,MUJERES,80+,CHILE,3
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,18-19,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,20-29,CHILE,33
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,20-29,ECUADOR,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,30-39,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,40-49,CHILE,17
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,50-59,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,60-69,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,60-69,ECUADOR,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,70-79,CHILE,12
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,HOMBRES,80+,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,18-19,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,20-29,CHILE,35
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,30-39,CHILE,25
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,40-49,CHILE,36
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,50-59,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,60-69,CHILE,36
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,70-79,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,10,MUJERES,80+,CHILE,12
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,18-19,CHILE,3
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,20-29,CHILE,23
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,30-39,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,40-49,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,50-59,CHILE,36
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,60-69,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,70-79,ALEMANIA,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,70-79,CHILE,11
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,HOMBRES,80+,CHILE,7
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,18-19,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,20-29,CHILE,27
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,30-39,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,30-39,VENEZUELA,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,40-49,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,50-59,CHILE,30
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,60-69,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,70-79,CHILE,24
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,11,MUJERES,80+,CHILE,3
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,18-19,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,20-29,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,30-39,CHILE,27
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,40-49,CHILE,22
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,50-59,CHILE,23
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,60-69,CHILE,26
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,70-79,CHILE,14
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,HOMBRES,80+,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,18-19,CHILE,2
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,20-29,CHILE,32
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,30-39,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,40-49,CHILE,43
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,50-59,CHILE,44
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,60-69,CHILE,38
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,60-69,ECUADOR,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,12,MUJERES,80+,CHILE,6
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,18-19,CHILE,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,20-29,CHILE,29
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,30-39,CHILE,27
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,40-49,CHILE,23
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,50-59,CHILE,24
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,60-69,CHILE,18
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,70-79,CHILE,10
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,HOMBRES,80+,CHILE,5
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,18-19,CHILE,4
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,20-29,CHILE,28
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,30-39,CHILE,34
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,40-49,CHILE,38
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,40-49,REPUBLICA DOMINICANA,1
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,50-59,CHILE,45
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,60-69,CHILE,30
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,70-79,CHILE,14
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,13,MUJERES,80+,CHILE,13
11,23,PITRUFQUEN,PITRUFQUEN,ESCUELA JUAN BAUTISTA CHESTA,14,HOMBRES,18-19,CHILE,2
