C_senatorial,Distrito,Comuna,C_electoral,Local,Mesa,Sexo,R_etario,Nacionalidad,Votantes
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,20-29,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,20-29,PERU,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,30-39,CHILE,27
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,40-49,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,50-59,CHILE,40
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,60-69,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,70-79,CHILE,22
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,57,MUJERES,80+,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,18-19,CHILE,10
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,20-29,CHILE,26
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,30-39,CHILE,40
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,40-49,CHILE,20
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,50-59,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,60-69,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,70-79,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,HOMBRES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,18-19,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,20-29,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,20-29,COLOMBIA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,30-39,CHILE,38
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,40-49,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,40-49,COLOMBIA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,40-49,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,50-59,CHILE,53
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,60-69,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,70-79,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,58,MUJERES,80+,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,18-19,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,20-29,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,30-39,CHILE,36
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,30-39,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,40-49,CHILE,22
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,50-59,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,60-69,CHILE,15
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,70-79,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,HOMBRES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,18-19,CHILE,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,20-29,CHILE,45
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,30-39,CHILE,42
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,40-49,CHILE,34
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,50-59,CHILE,45
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,60-69,CHILE,21
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,70-79,CHILE,13
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,59,MUJERES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,18-19,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,20-29,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,20-29,COLOMBIA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,30-39,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,30-39,HAITI,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,30-39,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,40-49,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,50-59,CHILE,16
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,60-69,CHILE,26
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,60-69,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,70-79,CHILE,17
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,HOMBRES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,18-19,CHILE,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,20-29,CHILE,37
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,30-39,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,40-49,BOLIVIA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,40-49,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,40-49,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,50-59,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,60-69,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,70-79,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,60,MUJERES,80+,CHILE,10
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,18-19,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,20-29,CHILE,25
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,30-39,CHILE,48
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,40-49,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,50-59,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,60-69,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,70-79,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,HOMBRES,80+,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,18-19,CHILE,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,20-29,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,30-39,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,40-49,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,50-59,CHILE,41
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,60-69,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,70-79,CHILE,20
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,61,MUJERES,80+,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,18-19,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,20-29,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,30-39,CHILE,34
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,40-49,CHILE,25
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,40-49,URUGUAY,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,50-59,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,60-69,CHILE,17
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,70-79,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,HOMBRES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,18-19,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,20-29,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,30-39,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,30-39,COLOMBIA,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,40-49,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,50-59,CHILE,49
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,60-69,CHILE,25
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,70-79,CHILE,20
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,62,MUJERES,80+,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,18-19,CHILE,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,20-29,CHILE,13
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,30-39,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,40-49,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,50-59,CHILE,10
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,60-69,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,70-79,CHILE,1
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,HOMBRES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,18-19,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,20-29,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,30-39,CHILE,16
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,40-49,CHILE,18
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,50-59,CHILE,21
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,60-69,CHILE,15
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,70-79,CHILE,13
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,63,MUJERES,80+,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,18-19,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,20-29,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,30-39,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,40-49,CHILE,15
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,50-59,CHILE,17
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,60-69,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,70-79,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,HOMBRES,80+,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,18-19,CHILE,2
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,20-29,CHILE,18
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,30-39,CHILE,15
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,40-49,CHILE,18
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,50-59,CHILE,19
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,60-69,CHILE,16
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,70-79,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,64,MUJERES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,18-19,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,20-29,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,20-29,VENEZUELA,1
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,30-39,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,40-49,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,50-59,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,60-69,CHILE,21
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,70-79,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,HOMBRES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,18-19,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,18-19,ECUADOR,1
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,20-29,CHILE,37
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,30-39,CHILE,38
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,40-49,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,50-59,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,60-69,CHILE,35
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,70-79,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,100,MUJERES,80+,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,18-19,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,20-29,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,30-39,CHILE,28
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,40-49,CHILE,20
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,50-59,CHILE,37
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,60-69,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,70-79,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,70-79,ESTADOS UNIDOS,1
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,HOMBRES,80+,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,18-19,CHILE,9
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,20-29,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,30-39,CHILE,36
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,40-49,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,50-59,CHILE,38
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,60-69,CHILE,23
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,70-79,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,101,MUJERES,80+,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,18-19,CHILE,2
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,20-29,CHILE,22
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,30-39,CHILE,34
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,40-49,CHILE,19
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,50-59,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,60-69,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,70-79,CHILE,19
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,HOMBRES,80+,CHILE,11
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,18-19,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,20-29,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,30-39,CHILE,42
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,40-49,CHILE,26
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,50-59,CHILE,43
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,60-69,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,70-79,CHILE,17
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,102,MUJERES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,18-19,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,20-29,CHILE,27
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,30-39,CHILE,41
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,40-49,CHILE,25
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,50-59,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,60-69,CHILE,27
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,70-79,CHILE,12
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,HOMBRES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,18-19,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,20-29,CHILE,32
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,30-39,CHILE,38
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,40-49,CHILE,28
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,50-59,CHILE,40
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,60-69,CHILE,28
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,70-79,CHILE,14
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,103,MUJERES,80+,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,18-19,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,20-29,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,30-39,CHILE,40
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,40-49,CHILE,24
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,50-59,CHILE,34
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,60-69,CHILE,37
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,70-79,CHILE,13
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,HOMBRES,80+,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,18-19,CHILE,3
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,20-29,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,30-39,CHILE,39
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,40-49,CHILE,27
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,50-59,CHILE,30
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,60-69,CHILE,29
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,70-79,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,104,MUJERES,80+,CHILE,8
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,18-19,CHILE,6
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,20-29,CHILE,26
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,30-39,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,40-49,CHILE,27
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,50-59,CHILE,24
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,60-69,CHILE,24
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,70-79,CHILE,18
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,HOMBRES,80+,CHILE,7
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,18-19,CHILE,4
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,20-29,CHILE,35
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,30-39,CHILE,43
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,40-49,CHILE,28
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,50-59,CHILE,28
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,60-69,CHILE,33
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,70-79,CHILE,17
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,105,MUJERES,80+,CHILE,13
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,106,HOMBRES,18-19,CHILE,5
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,106,HOMBRES,20-29,CHILE,31
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,106,HOMBRES,30-39,CHILE,42
11,22,ANGOL,ANGOL,ESCUELA VILLA HUEQUEN,106,HOMBRES,40-49,CHILE,24
